PRISM Time Series Data
Location:  Lat: 37.7658   Lon: -122.4270   Elev: 38m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2017-01-01 - 2021-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Jan-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2017-02-07,26.33,12.5,14.2,15.8
2017-02-08,17.36,12.9,14.6,16.2
2017-02-09,8.41,13.9,15.4,17.0
2017-02-10,18.64,13.3,14.6,16.0
2017-02-11,0.00,9.7,12.3,14.9
2017-02-12,0.00,8.6,12.1,15.6
2017-02-13,0.00,8.7,13.0,17.3
2017-02-14,0.00,8.9,12.4,15.9
2017-02-15,0.00,10.0,14.1,18.2
2017-02-16,15.06,11.6,14.7,17.8
2017-02-17,15.81,12.0,14.2,16.5
2017-02-18,23.21,11.3,13.0,14.7
2017-02-19,3.21,10.2,11.7,13.2
2017-02-20,24.11,9.9,11.7,13.5
2017-02-21,33.89,12.3,13.8,15.3
2017-02-22,0.45,8.9,11.7,14.5
2017-02-23,0.00,7.4,9.8,12.2
2017-02-24,0.00,6.0,8.7,11.5
2017-02-25,3.50,5.6,8.7,11.7
2017-02-26,0.00,6.7,9.4,12.2
2017-02-27,0.45,6.5,9.6,12.7
2017-02-28,0.00,6.5,9.2,12.0
2017-03-01,0.00,6.4,9.8,13.2
2017-03-02,0.00,6.7,10.9,15.1
2017-03-03,0.00,7.1,12.3,17.4
2017-03-04,0.00,7.9,11.7,15.6
2017-03-05,28.58,8.7,11.6,14.6
2017-03-06,9.90,6.2,8.3,10.4
2017-03-07,0.34,6.6,9.4,12.2
2017-03-08,0.00,6.9,10.5,14.2
2017-03-09,0.00,8.7,13.0,17.2
2017-03-10,0.00,10.5,14.4,18.4
2017-03-11,0.00,11.4,15.5,19.6
2017-03-12,0.00,10.9,14.5,18.1
2017-03-13,0.00,10.2,15.1,19.9
2017-03-14,0.00,10.3,16.7,23.1
2017-03-15,0.00,11.4,16.9,22.4
2017-03-16,0.00,11.4,13.3,15.2
2017-03-17,0.00,10.6,13.9,17.2
2017-03-18,0.00,10.5,15.6,20.6
2017-03-19,0.00,12.1,15.0,17.9
2017-03-20,0.00,12.4,14.1,15.8
2017-03-21,24.42,13.1,14.6,16.1
2017-03-22,16.19,12.2,14.7,17.1
2017-03-23,2.04,10.6,12.4,14.2
2017-03-24,1.13,9.7,12.1,14.4
2017-03-25,17.17,11.4,12.4,13.5
2017-03-26,0.00,10.9,13.1,15.4
2017-03-27,0.04,11.4,13.7,15.9
2017-03-28,0.00,10.5,13.0,15.5
2017-03-29,0.00,10.7,15.2,19.8
2017-03-30,0.00,12.1,15.2,18.4
2017-03-31,0.00,11.5,13.8,16.1
2017-04-01,0.00,11.9,16.4,20.8
2017-04-02,0.00,11.4,17.6,23.9
2017-04-03,0.00,10.7,16.5,22.3
2017-04-04,0.00,9.7,14.5,19.4
2017-04-05,0.00,10.6,14.9,19.3
2017-04-06,0.00,11.5,16.1,20.8
2017-04-07,27.15,10.0,13.7,17.4
2017-04-08,9.86,9.4,12.7,16.1
2017-04-09,2.66,7.3,9.8,12.2
2017-04-10,0.00,7.0,10.7,14.5
2017-04-11,0.00,8.4,12.8,17.2
2017-04-12,1.98,12.2,14.8,17.4
2017-04-13,7.47,11.6,14.3,17.0
2017-04-14,2.27,9.0,11.4,13.8
2017-04-15,0.00,8.1,11.8,15.5
2017-04-16,0.00,8.7,13.6,18.5
2017-04-17,4.49,11.0,12.7,14.5
2017-04-18,3.69,12.2,14.2,16.1
2017-04-19,1.19,11.3,14.6,17.8
2017-04-20,5.46,11.1,14.7,18.4
2017-04-21,0.37,11.5,14.7,17.9
2017-04-22,0.00,11.1,16.8,22.4
2017-04-23,0.00,11.1,14.1,17.1
2017-04-24,0.00,12.1,14.3,16.5
2017-04-25,0.46,11.8,13.5,15.3
2017-04-26,0.31,12.1,14.3,16.5
2017-04-27,0.56,12.0,14.1,16.2
2017-04-28,0.00,10.7,14.3,17.8
2017-04-29,0.00,11.2,15.5,19.9
2017-04-30,0.00,11.4,17.4,23.5
2017-05-01,0.00,10.7,16.8,22.9
2017-05-02,0.00,12.5,20.1,27.6
2017-05-03,0.00,14.7,21.2,27.6
2017-05-04,0.00,11.9,20.6,29.3
2017-05-05,0.00,11.3,15.3,19.3
2017-05-06,0.00,10.4,13.4,16.5
2017-05-07,0.00,9.9,12.8,15.8
2017-05-08,0.00,10.0,15.1,20.1
2017-05-09,0.00,10.1,15.3,20.4
2017-05-10,0.00,10.9,17.0,23.1
2017-05-11,0.00,11.0,13.9,16.8
2017-05-12,0.00,11.0,14.3,17.7
2017-05-13,0.00,9.9,13.1,16.2
2017-05-14,0.00,9.1,12.5,16.0
2017-05-15,0.00,9.1,12.5,15.9
2017-05-16,0.00,9.6,13.0,16.4
2017-05-17,0.00,10.3,12.7,15.0
2017-05-18,0.00,9.7,13.7,17.8
2017-05-19,0.00,9.7,16.3,22.9
2017-05-20,0.00,11.5,18.5,25.6
2017-05-21,0.00,11.8,19.9,27.9
2017-05-22,0.00,10.9,18.0,25.0
2017-05-23,0.00,10.8,16.2,21.5
2017-05-24,0.00,11.0,15.5,20.0
2017-05-25,0.00,11.0,14.5,18.0
2017-05-26,0.00,12.5,14.6,16.7
2017-05-27,0.00,11.5,14.2,16.8
2017-05-28,0.00,11.7,14.8,18.0
2017-05-29,0.00,11.1,13.6,16.1
2017-05-30,0.00,11.2,13.0,14.8
2017-05-31,0.00,11.3,13.2,15.1
2017-06-01,0.00,12.0,15.6,19.2
2017-06-02,0.00,11.3,15.1,18.9
2017-06-03,0.00,11.3,16.1,21.0
2017-06-04,0.00,11.3,15.0,18.6
2017-06-05,0.00,10.1,14.1,18.0
2017-06-06,0.00,10.1,16.0,21.9
2017-06-07,0.00,10.6,13.6,16.7
2017-06-08,0.00,11.1,14.5,17.8
2017-06-09,0.44,13.7,15.7,17.8
2017-06-10,0.00,11.7,14.6,17.5
2017-06-11,0.00,10.9,14.5,18.0
2017-06-12,0.00,10.7,13.6,16.5
2017-06-13,0.00,10.4,14.1,17.9
2017-06-14,0.00,10.4,15.3,20.1
2017-06-15,0.00,11.1,16.6,22.2
2017-06-16,0.00,12.1,17.5,22.9
2017-06-17,0.00,14.2,19.1,24.1
2017-06-18,0.00,14.3,20.3,26.3
2017-06-19,0.00,15.9,24.6,33.2
2017-06-20,0.00,13.8,19.7,25.5
2017-06-21,0.00,12.0,17.5,22.9
2017-06-22,0.00,12.0,18.3,24.5
2017-06-23,0.00,14.0,20.5,26.9
2017-06-24,0.00,13.2,17.4,21.7
2017-06-25,0.00,13.1,16.2,19.3
2017-06-26,0.00,13.2,15.7,18.3
2017-06-27,0.00,13.6,17.0,20.5
2017-06-28,0.00,12.4,15.0,17.5
2017-06-29,0.00,12.0,14.6,17.2
2017-06-30,0.00,11.3,14.5,17.6
2017-07-01,0.00,11.1,14.2,17.4
2017-07-02,0.00,11.2,14.4,17.7
2017-07-03,0.00,11.3,15.2,19.1
2017-07-04,0.00,11.8,16.4,21.0
2017-07-05,0.00,11.9,16.2,20.5
2017-07-06,0.00,11.9,15.4,18.8
2017-07-07,0.00,12.1,17.1,22.1
2017-07-08,0.00,13.2,19.5,25.8
2017-07-09,0.00,11.7,18.3,24.9
2017-07-10,0.00,11.1,16.5,21.9
2017-07-11,0.00,12.1,15.8,19.4
2017-07-12,0.00,12.2,16.4,20.7
2017-07-13,0.00,11.5,15.5,19.4
2017-07-14,0.00,11.6,15.9,20.3
2017-07-15,0.00,12.2,16.8,21.3
2017-07-16,0.00,12.8,20.0,27.3
2017-07-17,0.00,14.2,21.3,28.5
2017-07-18,0.00,12.0,16.5,21.1
2017-07-19,0.00,11.7,14.8,18.0
2017-07-20,0.00,12.1,16.1,20.1
2017-07-21,0.00,12.6,15.8,19.1
2017-07-22,0.00,12.4,16.3,20.1
2017-07-23,0.00,12.7,19.3,25.9
2017-07-24,0.00,12.7,17.2,21.7
2017-07-25,0.00,12.7,16.9,21.2
2017-07-26,0.00,13.6,17.5,21.3
2017-07-27,0.00,12.6,16.8,21.0
2017-07-28,0.00,12.5,18.1,23.7
2017-07-29,0.00,12.2,15.4,18.6
2017-07-30,0.00,12.2,15.4,18.6
2017-07-31,0.00,12.7,16.9,21.0
2017-08-01,0.00,12.2,16.0,19.7
2017-08-02,0.00,12.4,17.2,21.9
2017-08-03,0.00,14.1,19.4,24.8
2017-08-04,0.00,17.4,20.5,23.6
2017-08-05,0.00,15.0,18.3,21.7
2017-08-06,0.00,14.8,17.9,20.9
2017-08-07,0.00,14.8,17.5,20.1
2017-08-08,0.00,14.3,17.3,20.2
2017-08-09,0.00,14.2,16.9,19.5
2017-08-10,0.00,14.2,16.2,18.3
2017-08-11,0.00,13.9,16.8,19.8
2017-08-12,0.00,13.7,16.9,20.1
2017-08-13,0.00,13.7,16.4,19.2
2017-08-14,0.00,13.2,16.6,20.0
2017-08-15,0.00,13.7,15.2,16.8
2017-08-16,0.00,13.3,16.2,19.1
2017-08-17,0.00,14.7,17.9,21.1
2017-08-18,0.00,14.6,17.7,20.8
2017-08-19,0.00,14.6,17.5,20.4
2017-08-20,0.00,14.6,17.5,20.3
2017-08-21,0.00,15.3,18.2,21.1
2017-08-22,0.00,14.8,18.0,21.2
2017-08-23,0.00,13.9,17.6,21.2
2017-08-24,0.00,13.8,16.7,19.5
2017-08-25,0.00,13.0,16.0,19.1
2017-08-26,0.00,12.3,16.0,19.7
2017-08-27,0.00,12.9,19.2,25.5
2017-08-28,0.00,14.6,19.6,24.6
2017-08-29,0.00,14.3,18.3,22.3
2017-08-30,0.00,12.8,16.0,19.2
2017-08-31,0.00,11.9,16.1,20.2
2017-09-01,0.00,13.2,21.9,30.6
2017-09-02,0.00,19.3,28.3,37.3
2017-09-03,0.00,21.7,29.7,37.8
2017-09-04,0.00,19.1,24.3,29.4
2017-09-05,0.00,19.3,22.5,25.7
2017-09-06,0.00,17.2,21.3,25.4
2017-09-07,0.00,17.1,20.2,23.3
2017-09-08,0.00,15.3,18.2,21.1
2017-09-09,0.00,15.4,17.9,20.5
2017-09-10,0.00,15.7,19.2,22.7
2017-09-11,0.00,15.9,23.7,31.5
2017-09-12,6.40,18.4,23.9,29.5
2017-09-13,0.00,17.2,21.7,26.3
2017-09-14,0.00,16.0,18.3,20.7
2017-09-15,0.00,14.2,16.9,19.6
2017-09-16,0.00,13.0,16.8,20.5
2017-09-17,0.00,13.2,17.1,21.1
2017-09-18,0.00,13.6,17.2,20.8
2017-09-19,0.00,14.4,17.5,20.5
2017-09-20,0.00,13.8,17.7,21.5
2017-09-21,0.00,13.8,16.9,19.9
2017-09-22,0.00,12.5,15.2,18.0
2017-09-23,0.00,11.2,15.1,19.0
2017-09-24,0.00,11.3,17.4,23.5
2017-09-25,0.00,11.6,18.3,24.9
2017-09-26,0.00,12.7,19.4,26.1
2017-09-27,0.00,14.3,21.9,29.5
2017-09-28,0.00,14.9,21.8,28.7
2017-09-29,0.00,12.8,19.1,25.4
2017-09-30,0.00,13.6,16.1,18.7
2017-10-01,0.00,13.7,18.0,22.3
2017-10-02,0.00,14.1,18.1,22.1
2017-10-03,0.00,11.9,17.0,22.2
2017-10-04,0.00,11.3,16.2,21.0
2017-10-05,0.00,11.1,17.0,22.9
2017-10-06,0.00,10.8,17.5,24.3
2017-10-07,0.00,12.6,19.9,27.2
2017-10-08,0.00,12.4,18.7,25.1
2017-10-09,0.00,12.1,18.5,24.9
2017-10-10,0.00,14.6,19.9,25.1
2017-10-11,0.00,11.5,17.3,23.1
2017-10-12,0.00,11.1,14.8,18.5
2017-10-13,0.00,10.8,15.4,20.0
2017-10-14,0.00,10.7,16.2,21.7
2017-10-15,0.00,12.3,18.3,24.2
2017-10-16,0.00,13.4,19.8,26.2
2017-10-17,0.00,14.0,20.6,27.2
2017-10-18,0.00,9.6,17.0,24.4
2017-10-19,0.00,9.6,13.6,17.5
2017-10-20,2.36,12.3,14.7,17.1
2017-10-21,0.00,10.8,13.4,16.1
2017-10-22,0.00,10.3,14.6,18.9
2017-10-23,0.00,11.6,16.7,21.8
2017-10-24,0.00,14.1,20.9,27.6
2017-10-25,0.00,16.6,23.8,30.9
2017-10-26,0.00,15.6,22.2,28.7
2017-10-27,0.00,14.4,21.6,28.8
2017-10-28,0.00,11.7,19.1,26.5
2017-10-29,0.00,11.5,15.7,20.0
2017-10-30,0.00,11.6,14.1,16.6
2017-10-31,0.00,12.1,13.7,15.2
2017-11-01,0.00,11.4,14.4,17.3
2017-11-02,0.00,11.2,14.4,17.6
2017-11-03,0.00,11.4,14.5,17.7
2017-11-04,1.75,13.9,15.9,18.0
2017-11-05,0.98,10.9,13.0,15.1
2017-11-06,0.00,10.4,12.5,14.7
2017-11-07,0.00,10.4,13.1,15.8
2017-11-08,0.00,10.3,13.9,17.6
2017-11-09,9.20,11.9,14.6,17.3
2017-11-10,1.15,13.9,16.2,18.5
2017-11-11,5.02,12.9,14.9,17.0
2017-11-12,0.00,11.6,14.0,16.4
2017-11-13,0.00,11.6,14.1,16.6
2017-11-14,1.45,12.9,15.6,18.3
2017-11-15,0.00,11.4,14.1,16.7
2017-11-16,15.95,12.2,14.8,17.4
2017-11-17,39.29,11.9,12.9,14.0
2017-11-18,0.35,9.4,12.6,15.8
2017-11-19,0.00,8.8,12.2,15.6
2017-11-20,0.00,9.2,12.4,15.6
2017-11-21,0.00,13.3,15.3,17.2
2017-11-22,0.00,13.4,16.2,19.0
2017-11-23,0.00,13.5,16.5,19.4
2017-11-24,0.00,13.9,16.2,18.4
2017-11-25,0.00,13.0,16.2,19.5
2017-11-26,0.00,14.2,17.0,19.7
2017-11-27,10.55,11.4,14.4,17.5
2017-11-28,1.66,9.8,12.3,14.7
2017-11-29,0.00,9.6,12.4,15.3
2017-11-30,0.00,9.8,13.2,16.6
2017-12-01,0.00,10.0,13.7,17.3
2017-12-02,0.00,9.9,12.6,15.2
2017-12-03,0.87,10.0,12.2,14.4
2017-12-04,0.00,10.7,12.5,14.2
2017-12-05,0.00,10.1,13.5,16.9
2017-12-06,0.00,8.7,13.5,18.3
2017-12-07,0.00,9.6,13.3,17.1
2017-12-08,0.00,9.5,13.7,18.0
2017-12-09,0.00,9.3,13.3,17.3
2017-12-10,0.00,9.4,13.5,17.6
2017-12-11,0.00,10.4,14.4,18.3
2017-12-12,0.00,9.2,13.8,18.4
2017-12-13,0.00,8.0,12.4,16.9
2017-12-14,0.00,8.1,11.9,15.7
2017-12-15,0.00,8.4,13.6,18.8
2017-12-16,0.00,9.3,11.9,14.5
2017-12-17,0.00,11.4,14.3,17.1
2017-12-18,0.00,9.2,13.2,17.2
2017-12-19,0.00,8.7,12.0,15.2
2017-12-20,0.60,7.9,11.2,14.5
2017-12-21,2.66,7.5,10.2,12.8
2017-12-22,0.00,6.1,10.0,13.9
2017-12-23,0.00,5.5,8.7,12.0
2017-12-24,0.00,7.7,10.0,12.3
2017-12-25,0.00,9.0,10.5,12.1
2017-12-26,0.00,8.7,11.4,14.0
2017-12-27,0.00,7.8,11.3,14.8
2017-12-28,0.00,7.2,10.8,14.4
2017-12-29,0.00,8.1,11.7,15.4
2017-12-30,0.00,8.6,11.7,14.8
2017-12-31,0.00,8.3,11.5,14.6
2018-01-01,0.00,7.6,10.9,14.2
2018-01-02,0.00,6.8,11.0,15.1
2018-01-03,0.00,9.6,12.2,14.7
2018-01-04,2.78,10.1,11.6,13.2
2018-01-05,1.67,12.4,15.0,17.6
2018-01-06,8.63,11.5,13.9,16.3
2018-01-07,0.00,7.3,10.8,14.3
2018-01-08,3.27,8.4,9.9,11.4
2018-01-09,93.69,10.6,12.6,14.6
2018-01-10,7.84,9.8,12.1,14.4
2018-01-11,0.31,9.7,11.7,13.7
2018-01-12,0.00,10.3,12.7,15.1
2018-01-13,0.00,8.1,11.1,14.1
2018-01-14,0.00,7.3,12.0,16.7
2018-01-15,0.00,8.2,11.0,13.7
2018-01-16,0.00,9.4,12.3,15.1
2018-01-17,0.00,11.8,13.7,15.5
2018-01-18,0.00,9.9,12.4,14.9
2018-01-19,1.50,9.9,12.6,15.3
2018-01-20,0.00,8.1,10.6,13.2
2018-01-21,0.00,5.1,9.0,13.0
2018-01-22,2.01,6.4,10.0,13.5
2018-01-23,0.41,9.1,11.8,14.4
2018-01-24,0.00,6.9,10.4,13.9
2018-01-25,2.33,7.1,10.9,14.6
2018-01-26,0.41,6.4,9.8,13.2
2018-01-27,0.00,5.5,9.1,12.6
2018-01-28,0.00,5.1,10.5,15.9
2018-01-29,0.00,8.2,13.9,19.6
2018-01-30,0.00,9.0,12.5,16.0
2018-01-31,0.00,8.5,13.7,18.8
2018-02-01,0.00,8.1,13.5,18.9
2018-02-02,0.00,10.1,16.1,22.2
2018-02-03,0.00,10.4,16.2,22.0
2018-02-04,0.00,10.4,16.7,23.0
2018-02-05,0.00,11.1,17.0,22.9
2018-02-06,0.00,10.4,16.2,22.0
2018-02-07,0.00,10.2,16.7,23.3
2018-02-08,0.00,10.6,15.8,21.1
2018-02-09,0.00,10.2,16.4,22.6
2018-02-10,0.00,10.2,16.7,23.2
2018-02-11,0.00,8.1,13.6,19.1
2018-02-12,0.00,6.6,9.7,12.7
2018-02-13,0.00,6.9,10.7,14.4
2018-02-14,0.00,6.5,11.6,16.8
2018-02-15,0.00,6.0,10.5,14.9
2018-02-16,0.00,6.2,11.6,17.0
2018-02-17,0.00,5.2,11.3,17.3
2018-02-18,0.00,7.0,13.0,18.9
2018-02-19,0.00,7.3,10.0,12.8
2018-02-20,0.00,2.9,6.7,10.5
2018-02-21,0.00,1.5,5.8,10.1
2018-02-22,0.00,6.0,9.2,12.5
2018-02-23,0.00,5.4,8.5,11.5
2018-02-24,0.00,3.4,7.5,11.6
2018-02-25,0.00,4.0,8.3,12.6
2018-02-26,0.53,3.7,8.9,14.0
2018-02-27,0.47,7.8,9.5,11.2
2018-02-28,0.00,4.2,8.8,13.4
2018-03-01,10.62,5.0,8.4,11.8
2018-03-02,6.31,8.2,10.8,13.4
2018-03-03,1.85,5.9,8.6,11.3
2018-03-04,17.29,4.8,7.6,10.5
2018-03-05,3.39,3.8,8.0,12.3
2018-03-06,1.10,5.2,10.6,15.9
2018-03-07,0.59,7.5,12.6,17.7
2018-03-08,1.66,10.7,14.6,18.5
2018-03-09,1.29,9.9,13.5,17.0
2018-03-10,0.00,9.8,12.8,15.9
2018-03-11,0.00,8.4,10.9,13.4
2018-03-12,0.00,9.1,13.6,18.1
2018-03-13,3.05,10.2,14.6,19.0
2018-03-14,15.35,10.0,12.4,14.8
2018-03-15,2.01,5.4,9.3,13.1
2018-03-16,11.82,6.5,9.9,13.4
2018-03-17,4.83,7.4,10.0,12.6
2018-03-18,4.90,5.1,8.7,12.3
2018-03-19,0.00,4.5,8.6,12.6
2018-03-20,0.00,6.4,11.6,16.8
2018-03-21,18.43,11.5,12.7,13.8
2018-03-22,11.50,13.8,15.5,17.1
2018-03-23,9.97,6.3,10.4,14.5
2018-03-24,0.81,6.6,10.2,13.8
2018-03-25,1.49,6.3,9.5,12.6
2018-03-26,0.88,6.8,10.1,13.5
2018-03-27,0.00,7.3,11.7,16.0
2018-03-28,0.00,8.6,14.2,19.9
2018-03-29,0.00,9.7,16.5,23.2
2018-03-30,0.00,11.3,18.7,26.0
2018-03-31,0.00,12.0,18.0,24.0
2018-04-01,0.00,9.7,14.2,18.8
2018-04-02,0.00,9.1,14.3,19.5
2018-04-03,0.00,8.4,12.7,17.0
2018-04-04,0.00,8.5,13.1,17.8
2018-04-05,0.00,10.7,13.6,16.6
2018-04-06,8.16,11.9,13.9,16.0
2018-04-07,53.17,13.6,14.7,15.9
2018-04-08,22.09,10.5,13.5,16.4
2018-04-09,0.00,9.4,13.1,16.9
2018-04-10,0.00,10.1,16.4,22.8
2018-04-11,0.00,10.2,13.9,17.5
2018-04-12,5.25,9.1,12.3,15.5
2018-04-13,0.00,7.3,10.7,14.2
2018-04-14,0.00,6.9,12.6,18.3
2018-04-15,0.00,9.1,15.2,21.2
2018-04-16,5.23,9.0,12.6,16.2
2018-04-17,2.45,6.3,9.2,12.1
2018-04-18,0.00,5.6,11.0,16.5
2018-04-19,0.00,7.4,10.8,14.2
2018-04-20,0.00,6.6,11.3,16.0
2018-04-21,0.00,8.5,14.1,19.7
2018-04-22,0.00,9.1,16.2,23.3
2018-04-23,0.00,9.0,16.5,24.0
2018-04-24,0.00,10.9,16.8,22.8
2018-04-25,0.00,10.5,13.8,17.2
2018-04-26,0.00,10.8,13.9,17.0
2018-04-27,0.00,10.9,13.3,15.7
2018-04-28,0.00,12.0,14.8,17.6
2018-04-29,0.00,11.7,14.2,16.7
2018-04-30,0.00,10.3,13.3,16.2
2018-05-01,0.00,8.9,12.1,15.2
2018-05-02,0.00,8.9,13.3,17.7
2018-05-03,0.00,10.1,13.6,17.0
2018-05-04,0.00,10.2,13.3,16.3
2018-05-05,0.00,10.2,15.4,20.7
2018-05-06,0.00,10.6,13.2,15.8
2018-05-07,0.00,10.4,13.2,16.1
2018-05-08,0.00,9.9,15.0,20.1
2018-05-09,0.00,11.2,15.0,18.7
2018-05-10,0.00,11.2,14.3,17.5
2018-05-11,0.00,10.2,13.7,17.3
2018-05-12,0.00,9.9,16.2,22.4
2018-05-13,0.00,12.2,17.0,21.7
2018-05-14,0.00,11.7,14.7,17.6
2018-05-15,0.00,11.8,14.0,16.3
2018-05-16,0.00,11.8,14.6,17.4
2018-05-17,0.00,11.4,14.6,17.8
2018-05-18,0.00,11.6,14.1,16.6
2018-05-19,0.00,11.5,13.3,15.1
2018-05-20,0.00,11.7,13.5,15.3
2018-05-21,0.00,11.0,13.1,15.2
2018-05-22,0.00,10.8,14.0,17.2
2018-05-23,1.15,11.7,12.8,13.8
2018-05-24,0.00,11.7,13.4,15.1
2018-05-25,0.00,11.8,13.7,15.5
2018-05-26,0.00,12.2,14.2,16.3
2018-05-27,0.00,10.7,13.8,16.8
2018-05-28,0.00,10.6,16.3,22.0
2018-05-29,0.00,12.4,20.2,28.0
2018-05-30,0.00,11.4,16.7,22.0
2018-05-31,0.00,11.3,13.1,15.0
2018-06-01,0.00,8.7,12.5,16.3
2018-06-02,0.00,8.7,15.3,22.0
2018-06-03,0.00,11.4,20.0,28.7
2018-06-04,0.00,11.6,17.6,23.6
2018-06-05,0.00,10.2,14.2,18.2
2018-06-06,0.00,10.0,13.4,16.9
2018-06-07,0.00,10.4,13.1,15.8
2018-06-08,0.00,10.2,13.8,17.3
2018-06-09,0.00,11.4,15.3,19.3
2018-06-10,0.00,10.4,14.0,17.7
2018-06-11,0.00,10.0,14.2,18.5
2018-06-12,0.00,11.2,16.1,20.9
2018-06-13,0.00,11.5,17.8,24.2
2018-06-14,0.00,11.2,16.8,22.5
2018-06-15,0.00,11.3,16.0,20.7
2018-06-16,0.00,11.4,14.0,16.6
2018-06-17,0.00,11.7,15.4,19.1
2018-06-18,0.00,12.1,16.0,19.8
2018-06-19,0.00,11.4,15.6,19.9
2018-06-20,0.00,11.3,14.7,18.2
2018-06-21,0.00,10.5,13.5,16.5
2018-06-22,0.00,10.1,14.6,19.1
2018-06-23,0.00,11.1,19.0,26.9
2018-06-24,0.00,13.1,21.7,30.3
2018-06-25,0.00,13.8,18.2,22.7
2018-06-26,0.00,11.4,16.2,21.0
2018-06-27,0.00,10.7,15.2,19.8
2018-06-28,0.00,11.4,15.1,18.9
2018-06-29,0.00,11.4,15.0,18.5
2018-06-30,0.00,11.8,17.8,23.8
2018-07-01,0.00,12.9,19.7,26.4
2018-07-02,0.00,13.1,16.6,20.1
2018-07-03,0.00,12.6,15.3,18.0
2018-07-04,0.00,12.5,15.8,19.0
2018-07-05,0.00,11.8,15.3,18.8
2018-07-06,0.00,12.0,17.4,22.8
2018-07-07,0.00,14.1,20.0,25.9
2018-07-08,0.00,12.6,17.7,22.8
2018-07-09,0.00,11.7,16.4,21.1
2018-07-10,0.00,12.5,18.1,23.8
2018-07-11,0.00,13.3,18.5,23.8
2018-07-12,0.00,12.5,17.6,22.6
2018-07-13,0.00,13.3,18.0,22.6
2018-07-14,0.00,13.7,18.1,22.5
2018-07-15,0.00,12.8,16.5,20.1
2018-07-16,0.00,12.2,15.8,19.4
2018-07-17,0.00,12.2,16.2,20.2
2018-07-18,0.00,12.6,16.4,20.2
2018-07-19,0.00,12.6,17.2,21.8
2018-07-20,0.00,12.5,18.1,23.6
2018-07-21,0.00,13.0,17.5,22.1
2018-07-22,0.00,14.5,18.4,22.3
2018-07-23,0.00,13.6,17.4,21.3
2018-07-24,0.00,13.1,17.3,21.5
2018-07-25,0.00,12.6,16.9,21.2
2018-07-26,0.00,12.3,17.4,22.5
2018-07-27,0.00,11.9,14.9,17.9
2018-07-28,0.00,11.3,14.4,17.4
2018-07-29,0.00,11.0,14.7,18.5
2018-07-30,0.00,11.0,14.1,17.3
2018-07-31,0.00,11.2,14.7,18.1
2018-08-01,0.00,11.4,14.4,17.3
2018-08-02,0.00,11.3,14.1,16.9
2018-08-03,0.00,10.9,14.6,18.4
2018-08-04,0.00,10.8,16.3,21.7
2018-08-05,0.00,11.4,16.4,21.4
2018-08-06,0.00,11.0,15.4,19.8
2018-08-07,0.00,10.9,16.5,22.1
2018-08-08,0.00,11.2,14.0,16.7
2018-08-09,0.00,11.2,15.9,20.7
2018-08-10,0.00,11.1,18.5,25.9
